Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2011,Sacramento,UC Davis Medical Center,106341006,LAPBAND,27,"(38.55438, -121.45738)"
2011,Sacramento,UC Davis Medical Center,106341006,LAPRYBG,94,"(38.55438, -121.45738)"
2011,Sacramento,UC Davis Medical Center,106341006,OPENRYGB,2,"(38.55438, -121.45738)"
2011,Sacramento,UC Davis Medical Center,106341006,VSG,26,"(38.55438, -121.45738)"
2011,San Bernardino,Kindred Hospital – Rancho,106364188,BPD,,"(34.10461, -117.56601)"
2011,San Bernardino,Kindred Hospital – Rancho,106364188,LAPBAND,2,"(34.10461, -117.56601)"
2011,San Bernardino,Kindred Hospital – Rancho,106364188,LAPRYBG,1,"(34.10461, -117.56601)"
2011,San Bernardino,Kindred Hospital – Rancho,106364188,OPENRYGB,,"(34.10461, -117.56601)"
2011,San Bernardino,Kindred Hospital – Rancho,106364188,VSG,,"(34.10461, -117.56601)"
2011,San Bernardino,Loma Linda University Medical Center,106361246,BPD,,"(34.05164, -117.26146)"
2011,San Bernardino,Loma Linda University Medical Center,106361246,LAPBAND,8,"(34.05164, -117.26146)"
2011,San Bernardino,Loma Linda University Medical Center,106361246,LAPRYBG,33,"(34.05164, -117.26146)"
2011,San Bernardino,Loma Linda University Medical Center,106361246,OPENRYGB,2,"(34.05164, -117.26146)"
2011,San Bernardino,Loma Linda University Medical Center,106361246,VSG,21,"(34.05164, -117.26146)"
2011,San Bernardino,Saint Bernardine Medical Center,106361339,BPD,,"(34.1341, -117.27865)"
2011,San Bernardino,Saint Bernardine Medical Center,106361339,LAPBAND,79,"(34.1341, -117.27865)"
2011,San Bernardino,Saint Bernardine Medical Center,106361339,LAPRYBG,244,"(34.1341, -117.27865)"
2011,San Bernardino,Saint Bernardine Medical Center,106361339,OPENRYGB,13,"(34.1341, -117.27865)"
2011,San Bernardino,Saint Bernardine Medical Center,106361339,VSG,180,"(34.1341, -117.27865)"
2011,San Diego,Alvarado Hospital,106370652,BPD,,"(32.77708, -117.05683)"
2011,San Diego,Alvarado Hospital,106370652,LAPBAND,7,"(32.77708, -117.05683)"
2011,San Diego,Alvarado Hospital,106370652,LAPRYBG,41,"(32.77708, -117.05683)"
2011,San Diego,Alvarado Hospital,106370652,OPENRYGB,1,"(32.77708, -117.05683)"
2011,San Diego,Alvarado Hospital,106370652,VSG,,"(32.77708, -117.05683)"
2011,San Diego,Pomerado Hospital,106370977,BPD,,"(32.99563, -117.05784)"
2011,San Diego,Pomerado Hospital,106370977,LAPBAND,2,"(32.99563, -117.05784)"
2011,San Diego,Pomerado Hospital,106370977,LAPRYBG,134,"(32.99563, -117.05784)"
2011,San Diego,Pomerado Hospital,106370977,OPENRYGB,2,"(32.99563, -117.05784)"
2011,San Diego,Pomerado Hospital,106370977,VSG,16,"(32.99563, -117.05784)"
2011,San Diego,Scripps Green Hospital,106371256,BPD,,"(32.89654, -117.2419)"
2011,San Diego,Scripps Green Hospital,106371256,LAPBAND,43,"(32.89654, -117.2419)"
2011,San Diego,Scripps Green Hospital,106371256,LAPRYBG,125,"(32.89654, -117.2419)"
2011,San Diego,Scripps Green Hospital,106371256,OPENRYGB,,"(32.89654, -117.2419)"
2011,San Diego,Scripps Green Hospital,106371256,VSG,105,"(32.89654, -117.2419)"
2011,San Diego,Scripps Memorial Hospital – La Jolla,106370771,BPD,,"(32.88506, -117.22279)"
2011,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPBAND,32,"(32.88506, -117.22279)"
2011,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPRYBG,79,"(32.88506, -117.22279)"
2011,San Diego,Scripps Memorial Hospital – La Jolla,106370771,OPENRYGB,4,"(32.88506, -117.22279)"
2011,San Diego,Scripps Memorial Hospital – La Jolla,106370771,VSG,23,"(32.88506, -117.22279)"
2011,San Diego,Scripps Mercy Hospital,106370744,BPD,,"(32.75128, -117.1609)"
2011,San Diego,Scripps Mercy Hospital,106370744,LAPBAND,62,"(32.75128, -117.1609)"
2011,San Diego,Scripps Mercy Hospital,106370744,LAPRYBG,810,"(32.75128, -117.1609)"
2011,San Diego,Scripps Mercy Hospital,106370744,OPENRYGB,7,"(32.75128, -117.1609)"
2011,San Diego,Scripps Mercy Hospital,106370744,VSG,704,"(32.75128, -117.1609)"
2011,San Diego,Sharp Chula Vista Medical Center,106370875,BPD,,"(32.61909, -117.02488)"
2011,San Diego,Sharp Chula Vista Medical Center,106370875,LAPBAND,4,"(32.61909, -117.02488)"
2011,San Diego,Sharp Chula Vista Medical Center,106370875,LAPRYBG,3,"(32.61909, -117.02488)"
2011,San Diego,Sharp Chula Vista Medical Center,106370875,OPENRYGB,,"(32.61909, -117.02488)"
2012,Alameda,Kaiser Foundation Hospital – Hayward,106010858,VSG,121,"(37.62593, -122.09338)"
2011,San Diego,Sharp Chula Vista Medical Center,106370875,VSG,,"(32.61909, -117.02488)"
2011,San Diego,Sharp Memorial Hospital,106370694,BPD,,"(32.80016, -117.15531)"
2011,San Diego,Sharp Memorial Hospital,106370694,LAPBAND,1,"(32.80016, -117.15531)"
2011,San Diego,Sharp Memorial Hospital,106370694,LAPRYBG,108,"(32.80016, -117.15531)"
2011,San Diego,Sharp Memorial Hospital,106370694,OPENRYGB,,"(32.80016, -117.15531)"
2011,San Diego,Sharp Memorial Hospital,106370694,VSG,40,"(32.80016, -117.15531)"
2011,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,BPD,,"(32.75387, -117.16498)"
2011,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,LAPBAND,8,"(32.75387, -117.16498)"
2011,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,LAPRYBG,,"(32.75387, -117.16498)"
2011,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,OPENRYGB,,"(32.75387, -117.16498)"
2011,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,VSG,58,"(32.75387, -117.16498)"
2011,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,BPD,5,"(37.79149, -122.43102)"
2011,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPBAND,39,"(37.79149, -122.43102)"
2011,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPRYBG,18,"(37.79149, -122.43102)"
2011,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,OPENRYGB,,"(37.79149, -122.43102)"
2011,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,VSG,115,"(37.79149, -122.43102)"
2011,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,BPD,30,"(37.77408, -122.45441)"
2011,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPBAND,,"(37.77408, -122.45441)"
2011,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPRYBG,1,"(37.77408, -122.45441)"
2011,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,OPENRYGB,,"(37.77408, -122.45441)"
2011,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,VSG,8,"(37.77408, -122.45441)"
2011,San Francisco,UC San Francisco Medical Center,106381154,BPD,,"(37.7635148, -122.4576564)"
2011,San Francisco,UC San Francisco Medical Center,106381154,LAPBAND,3,"(37.7635148, -122.4576564)"
2011,San Francisco,UC San Francisco Medical Center,106381154,LAPRYBG,71,"(37.7635148, -122.4576564)"
2011,San Francisco,UC San Francisco Medical Center,106381154,OPENRYGB,10,"(37.7635148, -122.4576564)"
2011,San Francisco,UC San Francisco Medical Center,106381154,VSG,21,"(37.7635148, -122.4576564)"
2011,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,BPD,,"(37.65806, -122.43837)"
2011,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,LAPBAND,7,"(37.65806, -122.43837)"
2011,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,LAPRYBG,138,"(37.65806, -122.43837)"
2011,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,OPENRYGB,2,"(37.65806, -122.43837)"
2011,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,VSG,178,"(37.65806, -122.43837)"
2011,San Mateo,Peninsula Medical Center,106410852,BPD,,"(37.5944692, -122.3832465)"
2011,San Mateo,Peninsula Medical Center,106410852,LAPBAND,27,"(37.5944692, -122.3832465)"
2011,San Mateo,Peninsula Medical Center,106410852,LAPRYBG,16,"(37.5944692, -122.3832465)"
2012,Los Angeles,Presbyterian Intercommunity Hospital,106190631,LAPBAND,1,"(33.96775, -118.04671)"
2011,San Mateo,Peninsula Medical Center,106410852,OPENRYGB,,"(37.5944692, -122.3832465)"
2011,San Mateo,Peninsula Medical Center,106410852,VSG,22,"(37.5944692, -122.3832465)"
2011,San Mateo,Sequoia Hospital,106410891,BPD,,"(37.48129, -122.25377)"
2011,San Mateo,Sequoia Hospital,106410891,LAPBAND,,"(37.48129, -122.25377)"
2011,San Mateo,Sequoia Hospital,106410891,LAPRYBG,1,"(37.48129, -122.25377)"
2011,San Mateo,Sequoia Hospital,106410891,OPENRYGB,,"(37.48129, -122.25377)"
2011,San Mateo,Sequoia Hospital,106410891,VSG,14,"(37.48129, -122.25377)"
2011,Santa Barbara,Santa Barbara Cottage Hospital,106420514,BPD,,"(34.42943, -119.72318)"
2011,Santa Barbara,Santa Barbara Cottage Hospital,106420514,LAPBAND,21,"(34.42943, -119.72318)"
2011,Santa Barbara,Santa Barbara Cottage Hospital,106420514,LAPRYBG,159,"(34.42943, -119.72318)"
2011,Santa Barbara,Santa Barbara Cottage Hospital,106420514,OPENRYGB,5,"(34.42943, -119.72318)"
2011,Santa Barbara,Santa Barbara Cottage Hospital,106420514,VSG,50,"(34.42943, -119.72318)"
2011,Santa Clara,El Camino Hospital,106430763,BPD,,"(37.36779, -122.07801)"
2011,Santa Clara,El Camino Hospital,106430763,LAPBAND,3,"(37.36779, -122.07801)"
2011,Santa Clara,El Camino Hospital,106430763,LAPRYBG,115,"(37.36779, -122.07801)"
2011,Santa Clara,El Camino Hospital,106430763,OPENRYGB,1,"(37.36779, -122.07801)"
2011,Santa Clara,El Camino Hospital,106430763,VSG,32,"(37.36779, -122.07801)"
2011,Santa Clara,Good Samaritan Hospital – San Jose,106430779,BPD,1,"(37.25116, -121.9449)"
2011,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPBAND,13,"(37.25116, -121.9449)"
2011,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPRYBG,79,"(37.25116, -121.9449)"
2011,Santa Clara,Good Samaritan Hospital – San Jose,106430779,OPENRYGB,,"(37.25116, -121.9449)"
2011,Santa Clara,Good Samaritan Hospital – San Jose,106430779,VSG,77,"(37.25116, -121.9449)"
2011,Santa Clara,Stanford Hospital,106430905,BPD,,"(37.43342, -122.17827)"
2011,Santa Clara,Stanford Hospital,106430905,LAPBAND,3,"(37.43342, -122.17827)"
2011,Santa Clara,Stanford Hospital,106430905,LAPRYBG,148,"(37.43342, -122.17827)"
2011,Santa Clara,Stanford Hospital,106430905,OPENRYGB,6,"(37.43342, -122.17827)"
2011,Santa Clara,Stanford Hospital,106430905,VSG,75,"(37.43342, -122.17827)"
2012,Placer,Sutter Auburn Faith Hospital,106310791,LAPRYBG,13,"(38.94452, -121.0982)"
2011,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,BPD,,"(38.44304, -122.70114)"
2011,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,LAPBAND,1,"(38.44304, -122.70114)"
2011,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,LAPRYBG,,"(38.44304, -122.70114)"
2011,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,OPENRYGB,1,"(38.44304, -122.70114)"
2011,Sonoma,Santa Rosa Memorial Hospital – Montgomery,106491064,VSG,13,"(38.44304, -122.70114)"
2011,Sonoma,Sonoma Valley Hospital,106491076,BPD,,"(38.28841, -122.46524)"
2011,Sonoma,Sonoma Valley Hospital,106491076,LAPBAND,2,"(38.28841, -122.46524)"
2011,Sonoma,Sonoma Valley Hospital,106491076,LAPRYBG,,"(38.28841, -122.46524)"
2011,Sonoma,Sonoma Valley Hospital,106491076,OPENRYGB,,"(38.28841, -122.46524)"
2011,Sonoma,Sutter Medical Center of Santa Rosa,106490919,BPD,,"(38.46855, -122.70739)"
2011,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPBAND,5,"(38.46855, -122.70739)"
2011,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPRYBG,18,"(38.46855, -122.70739)"
2011,Sonoma,Sutter Medical Center of Santa Rosa,106490919,OPENRYGB,,"(38.46855, -122.70739)"
2011,Sonoma,Sutter Medical Center of Santa Rosa,106490919,VSG,33,"(38.46855, -122.70739)"
2011,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,BPD,1,"(37.66727, -120.97546)"
2011,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,LAPBAND,8,"(37.66727, -120.97546)"
2011,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,LAPRYBG,366,"(37.66727, -120.97546)"
2011,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,OPENRYGB,3,"(37.66727, -120.97546)"
2011,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,VSG,23,"(37.66727, -120.97546)"
2011,Ventura,Community Memorial Hospital – San Buenaventura,106560473,BPD,,"(34.274589, -119.258124)"
2011,Ventura,Community Memorial Hospital – San Buenaventura,106560473,LAPBAND,20,"(34.274589, -119.258124)"
2011,Ventura,Community Memorial Hospital – San Buenaventura,106560473,LAPRYBG,48,"(34.274589, -119.258124)"
2011,Ventura,Community Memorial Hospital – San Buenaventura,106560473,OPENRYGB,2,"(34.274589, -119.258124)"
2011,Ventura,Community Memorial Hospital – San Buenaventura,106560473,VSG,25,"(34.274589, -119.258124)"
2011,Ventura,Saint John’s Regional Medical Center,106560529,BPD,,"(34.21687, -119.15819)"
2011,Ventura,Saint John’s Regional Medical Center,106560529,LAPBAND,42,"(34.21687, -119.15819)"
2011,Ventura,Saint John’s Regional Medical Center,106560529,LAPRYBG,116,"(34.21687, -119.15819)"
2011,Ventura,Saint John’s Regional Medical Center,106560529,OPENRYGB,2,"(34.21687, -119.15819)"
2011,Ventura,Saint John’s Regional Medical Center,106560529,VSG,4,"(34.21687, -119.15819)"
2011,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,BPD,,"(34.17436, -118.87007)"
2011,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,LAPBAND,,"(34.17436, -118.87007)"
2011,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,LAPRYBG,3,"(34.17436, -118.87007)"
2011,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,OPENRYGB,,"(34.17436, -118.87007)"
2011,Ventura,"Thousand Oaks Surgical Hospital, A Campus of Los Robles Hospital and Medical Cen",106564121,VSG,,"(34.17436, -118.87007)"
2012,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,BPD,,"(37.82106, -122.26257)"
2012,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,LAPBAND,5,"(37.82106, -122.26257)"
2012,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,LAPRYBG,103,"(37.82106, -122.26257)"
2012,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,OPENRYGB,5,"(37.82106, -122.26257)"
2012,Alameda,Alta Bates Summit Medical Center – Summit Campus – Hawthorne,106010937,VSG,47,"(37.82106, -122.26257)"
2012,Alameda,Kaiser Foundation Hospital – Hayward,106010858,BPD,,"(37.62593, -122.09338)"
2012,Alameda,Kaiser Foundation Hospital – Hayward,106010858,LAPBAND,2,"(37.62593, -122.09338)"
2012,Alameda,Kaiser Foundation Hospital – Hayward,106010858,LAPRYBG,259,"(37.62593, -122.09338)"
2012,Alameda,Kaiser Foundation Hospital – Hayward,106010858,OPENRYGB,1,"(37.62593, -122.09338)"
2012,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,BPD,,"(37.82425, -122.25792)"
2012,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,LAPBAND,4,"(37.82425, -122.25792)"
2012,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,LAPRYBG,117,"(37.82425, -122.25792)"
2012,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,OPENRYGB,1,"(37.82425, -122.25792)"
2012,Alameda,Kaiser Foundation Hospital – Oakland Campus,106010856,VSG,162,"(37.82425, -122.25792)"
2012,Alameda,Saint Rose Hospital,106010967,BPD,,"(37.63291, -122.08962)"
2012,Alameda,Saint Rose Hospital,106010967,LAPBAND,,"(37.63291, -122.08962)"
2012,Alameda,Saint Rose Hospital,106010967,LAPRYBG,2,"(37.63291, -122.08962)"
2012,Alameda,Saint Rose Hospital,106010967,OPENRYGB,,"(37.63291, -122.08962)"
2012,Alameda,Saint Rose Hospital,106010967,VSG,1,"(37.63291, -122.08962)"
2012,Alameda,Valleycare Medical Center,106014050,BPD,,"(37.69206, -121.88095)"
2012,Alameda,Valleycare Medical Center,106014050,LAPBAND,4,"(37.69206, -121.88095)"
2012,Alameda,Valleycare Medical Center,106014050,LAPRYBG,99,"(37.69206, -121.88095)"
2012,Alameda,Valleycare Medical Center,106014050,OPENRYGB,,"(37.69206, -121.88095)"
2012,Alameda,Valleycare Medical Center,106014050,VSG,74,"(37.69206, -121.88095)"
2012,Butte,Enloe Medical Center – Esplanade,106040962,BPD,,"(39.74224, -121.84922)"
2012,Butte,Enloe Medical Center – Esplanade,106040962,LAPBAND,,"(39.74224, -121.84922)"
2012,Butte,Enloe Medical Center – Esplanade,106040962,LAPRYBG,35,"(39.74224, -121.84922)"
2012,Butte,Enloe Medical Center – Esplanade,106040962,OPENRYGB,,"(39.74224, -121.84922)"
2012,Butte,Enloe Medical Center – Esplanade,106040962,VSG,110,"(39.74224, -121.84922)"
2012,Contra Costa,John Muir Medical Center – Concord Campus,106071018,BPD,,"(37.98615, -122.03874)"
2012,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPBAND,2,"(37.98615, -122.03874)"
2012,Contra Costa,John Muir Medical Center – Concord Campus,106071018,LAPRYBG,73,"(37.98615, -122.03874)"
2012,Contra Costa,John Muir Medical Center – Concord Campus,106071018,OPENRYGB,,"(37.98615, -122.03874)"
2012,Contra Costa,John Muir Medical Center – Concord Campus,106071018,VSG,164,"(37.98615, -122.03874)"
2012,Santa Clara,Stanford Hospital,106430905,LAPRYBG,98,"(37.43342, -122.17827)"
2012,Fresno,Clovis Community Medical Center,106100005,BPD,,"(36.83745, -119.66072)"
2012,Fresno,Clovis Community Medical Center,106100005,LAPBAND,4,"(36.83745, -119.66072)"
2012,Fresno,Clovis Community Medical Center,106100005,LAPRYBG,182,"(36.83745, -119.66072)"
2012,Fresno,Clovis Community Medical Center,106100005,OPENRYGB,80,"(36.83745, -119.66072)"
2012,Fresno,Clovis Community Medical Center,106100005,VSG,91,"(36.83745, -119.66072)"
2012,Fresno,Fresno Heart and Surgical Hospital,106105029,BPD,,"(36.8611, -119.78931)"
2012,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPBAND,32,"(36.8611, -119.78931)"
2012,Fresno,Fresno Heart and Surgical Hospital,106105029,LAPRYBG,541,"(36.8611, -119.78931)"
2012,Fresno,Fresno Heart and Surgical Hospital,106105029,OPENRYGB,6,"(36.8611, -119.78931)"
2012,Fresno,Fresno Heart and Surgical Hospital,106105029,VSG,88,"(36.8611, -119.78931)"
2014,Orange,Chapman Medical Center,106301140,LAPRYBG,59,"(33.78785, -117.82586)"
2012,Fresno,Kaiser Foundation Hospital – Fresno,106104062,BPD,,"(36.84246, -119.7832)"
2012,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPBAND,,"(36.84246, -119.7832)"
2012,Fresno,Kaiser Foundation Hospital – Fresno,106104062,LAPRYBG,6,"(36.84246, -119.7832)"
2012,Fresno,Kaiser Foundation Hospital – Fresno,106104062,OPENRYGB,,"(36.84246, -119.7832)"
2012,Fresno,Kaiser Foundation Hospital – Fresno,106104062,VSG,178,"(36.84246, -119.7832)"
2012,Humboldt,Saint Joseph Hospital – Eureka,106121080,BPD,,"(40.7832, -124.14216)"
2012,Humboldt,Saint Joseph Hospital – Eureka,106121080,LAPBAND,,"(40.7832, -124.14216)"
